Date;Road;Air
03/14/2014 12:00:00 AM;54.65;48.59
03/14/2014 01:00:00 AM;53.97;48.98
03/14/2014 02:00:00 AM;53.4;49.14
03/14/2014 03:00:00 AM;52.98;49.27
03/14/2014 04:00:00 AM;52.57;49.57
03/14/2014 05:00:00 AM;52.28;49.71
03/14/2014 06:00:00 AM;52.07;50.05
03/14/2014 07:00:00 AM;52.02;50.53
03/14/2014 08:00:00 AM;52.29;50.35
03/14/2014 09:00:00 AM;52.41;50.99
03/14/2014 10:00:00 AM;53.02;53.83
03/14/2014 11:00:00 AM;54.96;55.69
03/14/2014 12:00:00 PM;58.48;58.16
03/14/2014 01:00:00 PM;62.36;57.6
03/14/2014 02:00:00 PM;64.72;58.11
03/14/2014 03:00:00 PM;65.22;55.67
03/14/2014 04:00:00 PM;63.92;55.62
03/14/2014 05:00:00 PM;62.43;54.12
03/14/2014 06:00:00 PM;61.11;52.57
03/14/2014 07:00:00 PM;59.7;51.41
03/14/2014 08:00:00 PM;58.27;50.21
03/14/2014 09:00:00 PM;56.88;48.73
03/14/2014 10:00:00 PM;55.6;48.09
03/14/2014 11:00:00 PM;54.54;47.69
03/15/2014 12:00:00 AM;53.6;46.53
03/15/2014 01:00:00 AM;52.71;45.54
03/15/2014 02:00:00 AM;51.9;45.66
03/15/2014 03:00:00 AM;51.32;44.92
03/15/2014 04:00:00 AM;50.99;44.81
03/15/2014 05:00:00 AM;50.57;45.02
03/15/2014 06:00:00 AM;50.16;44.51
03/15/2014 07:00:00 AM;49.92;46.17
03/15/2014 08:00:00 AM;49.99;47.36
03/15/2014 09:00:00 AM;50.07;47.61
03/15/2014 10:00:00 AM;50.71;49.8
03/15/2014 11:00:00 AM;52.89;53.64
03/15/2014 12:00:00 PM;54.79;52.88
03/15/2014 01:00:00 PM;56.36;55.09
03/15/2014 02:00:00 PM;57.28;57.49
03/15/2014 03:00:00 PM;58.09;59.13
03/15/2014 04:00:00 PM;57.95;57.44
03/15/2014 05:00:00 PM;57.13;55.48
03/15/2014 06:00:00 PM;56.22;53.39
03/15/2014 07:00:00 PM;55.53;53.28
03/15/2014 08:00:00 PM;54.97;52.53
03/15/2014 09:00:00 PM;54.55;52.75
03/15/2014 10:00:00 PM;54.17;51.91
03/15/2014 11:00:00 PM;53.83;51.23
03/16/2014 12:00:00 AM;53.52;50.69
03/16/2014 01:00:00 AM;53.15;50.08
03/16/2014 02:00:00 AM;52.67;48.98
03/16/2014 03:00:00 AM;52.23;48.13
03/16/2014 04:00:00 AM;51.79;47.58
03/16/2014 05:00:00 AM;51.39;47.03
03/16/2014 06:00:00 AM;50.99;46.69
03/16/2014 07:00:00 AM;50.66;46.38
03/16/2014 08:00:00 AM;50.35;46.88
03/16/2014 09:00:00 AM;50.42;46.49
03/16/2014 10:00:00 AM;50.7;46.08
03/16/2014 11:00:00 AM;50.81;46.5
03/16/2014 12:00:00 PM;51.15;46.48
03/16/2014 01:00:00 PM;51.27;46.97
03/16/2014 02:00:00 PM;51.48;46.08
03/16/2014 03:00:00 PM;51.32;46.69
03/16/2014 04:00:00 PM;51.15;45.75
03/16/2014 05:00:00 PM;50.74;45.2
03/16/2014 06:00:00 PM;50.28;44.84
03/16/2014 07:00:00 PM;49.62;42.02
03/16/2014 08:00:00 PM;48.89;41.68
03/16/2014 09:00:00 PM;48.32;41.56
03/16/2014 10:00:00 PM;47.79;41.48
03/16/2014 11:00:00 PM;47.23;41.71
03/17/2014 12:00:00 AM;46.78;41.73
03/17/2014 01:00:00 AM;46.45;41.65
03/17/2014 02:00:00 AM;46.3;41.41
03/17/2014 03:00:00 AM;45.86;40.48
03/17/2014 04:00:00 AM;44.96;40.1
03/17/2014 05:00:00 AM;44.67;40.29
03/17/2014 06:00:00 AM;43.99;40.02
03/17/2014 07:00:00 AM;43.6;40.63
03/17/2014 08:00:00 AM;44.15;42.14
03/17/2014 09:00:00 AM;44.83;44
03/17/2014 10:00:00 AM;46.31;47.18
03/17/2014 11:00:00 AM;49.56;46.49
03/17/2014 12:00:00 PM;51.13;47.96
03/17/2014 01:00:00 PM;51.34;44.52
03/17/2014 02:00:00 PM;53.65;48.69
03/17/2014 03:00:00 PM;54.61;49.55
03/17/2014 04:00:00 PM;54.6;47.62
03/17/2014 05:00:00 PM;53.58;48.03
03/17/2014 06:00:00 PM;52.4;47.51
03/17/2014 07:00:00 PM;51.3;45.86
03/17/2014 08:00:00 PM;50.12;44.56
03/17/2014 09:00:00 PM;49.09;43.43
03/17/2014 10:00:00 PM;48.13;42.93
03/17/2014 11:00:00 PM;47.21;41.66
03/18/2014 12:00:00 AM;46.54;41.78
03/18/2014 01:00:00 AM;46.2;41.04
03/18/2014 02:00:00 AM;45.84;40.79
03/18/2014 03:00:00 AM;45.51;40.41
03/18/2014 04:00:00 AM;45.06;40.48
03/18/2014 05:00:00 AM;44.47;40.74
03/18/2014 06:00:00 AM;44.39;41.69
03/18/2014 07:00:00 AM;44.62;41.73
03/18/2014 08:00:00 AM;45.25;42.33
03/18/2014 09:00:00 AM;46.36;43.38
03/18/2014 10:00:00 AM;47.5;44.51
03/18/2014 11:00:00 AM;48.96;46.13
03/18/2014 12:00:00 PM;50.44;46.65
03/18/2014 01:00:00 PM;51.42;46.89
03/18/2014 02:00:00 PM;51.5;47.82
03/18/2014 03:00:00 PM;51.84;48.35
03/18/2014 04:00:00 PM;51.88;48.99
03/18/2014 05:00:00 PM;52.05;49.66
03/18/2014 06:00:00 PM;51.91;49.09
03/18/2014 07:00:00 PM;51.37;48.75
03/18/2014 08:00:00 PM;50.88;48.73
03/18/2014 09:00:00 PM;50.55;49.17
03/18/2014 10:00:00 PM;50.26;47.49
03/18/2014 11:00:00 PM;49.81;47.59
03/19/2014 12:00:00 AM;49.43;46.97
03/19/2014 01:00:00 AM;49.03;46.87
03/19/2014 02:00:00 AM;48.65;46.23
03/19/2014 03:00:00 AM;48.32;45.9
03/19/2014 04:00:00 AM;48.08;45.75
03/19/2014 05:00:00 AM;47.75;45.29
03/19/2014 06:00:00 AM;47.44;45.28
03/19/2014 07:00:00 AM;47.31;45.72
03/19/2014 08:00:00 AM;47.56;45.95
03/19/2014 09:00:00 AM;47.86;46.51
03/19/2014 10:00:00 AM;48.19;46.88
03/19/2014 11:00:00 AM;49.19;48.58
03/19/2014 12:00:00 PM;50.3;49
03/19/2014 01:00:00 PM;52.06;51.43
03/19/2014 02:00:00 PM;54.46;43.73
03/19/2014 04:00:00 PM;52.59;43.65
03/19/2014 05:00:00 PM;51.21;43.69
03/19/2014 06:00:00 PM;50.74;42.12
03/19/2014 07:00:00 PM;49.63;40.87
03/19/2014 08:00:00 PM;48.25;40.46
03/19/2014 09:00:00 PM;47.15;39.24
03/19/2014 10:00:00 PM;46.23;38.75
03/19/2014 11:00:00 PM;45.18;38.25
03/20/2014 12:00:00 AM;44.19;38.19
03/20/2014 01:00:00 AM;43.37;38.62
03/20/2014 02:00:00 AM;42.61;37.77
03/20/2014 03:00:00 AM;41.86;37.14
03/20/2014 04:00:00 AM;41.17;36.54
03/20/2014 05:00:00 AM;40.49;36.34
03/20/2014 06:00:00 AM;39.91;36.33
03/20/2014 07:00:00 AM;39.71;38.81
03/20/2014 08:00:00 AM;39.94;39.58
03/20/2014 09:00:00 AM;40.76;40.98
03/20/2014 10:00:00 AM;41.92;41.77
03/20/2014 11:00:00 AM;43.78;42.11
03/20/2014 12:00:00 PM;46.99;46.26
03/20/2014 01:00:00 PM;51.69;46.88
03/20/2014 02:00:00 PM;55.53;48.3
03/20/2014 03:00:00 PM;56.83;49.98
03/20/2014 04:00:00 PM;57.97;49.81
03/20/2014 05:00:00 PM;56.83;48.88
03/20/2014 06:00:00 PM;55.32;48.57
03/20/2014 07:00:00 PM;54.13;46.31
03/20/2014 08:00:00 PM;52.81;46.01
03/20/2014 09:00:00 PM;51.6;44.95
03/20/2014 10:00:00 PM;50.39;43.45
03/20/2014 11:00:00 PM;49.24;41.98
03/21/2014 12:00:00 AM;48.03;41.3
03/21/2014 01:00:00 AM;47.09;40.81
03/21/2014 02:00:00 AM;46.46;41.04
03/21/2014 03:00:00 AM;45.94;41.45
03/21/2014 04:00:00 AM;45.22;40.6
03/21/2014 05:00:00 AM;44.35;39.86
03/21/2014 06:00:00 AM;43.88;39.56
03/21/2014 07:00:00 AM;43.52;38.74
03/21/2014 08:00:00 AM;43.2;39.36
03/21/2014 09:00:00 AM;43.72;39.8
03/21/2014 10:00:00 AM;45.12;41.91
03/21/2014 11:00:00 AM;46.47;43.14
03/21/2014 12:00:00 PM;48.17;45.76
03/21/2014 01:00:00 PM;52.62;46.57
03/21/2014 02:00:00 PM;56.34;47.29
03/21/2014 03:00:00 PM;58.61;47.58
03/21/2014 04:00:00 PM;59.1;48.51
03/21/2014 05:00:00 PM;58.03;47.56
03/21/2014 06:00:00 PM;56.02;46.87
03/21/2014 07:00:00 PM;54.16;45.36
03/21/2014 08:00:00 PM;52.42;43.58
03/21/2014 09:00:00 PM;50.89;42.81
03/21/2014 10:00:00 PM;49.62;41.51
03/21/2014 11:00:00 PM;48.47;40.66
03/22/2014 12:00:00 AM;47.43;40.96
03/22/2014 01:00:00 AM;46.5;38.79
03/22/2014 02:00:00 AM;45.59;38.37
03/22/2014 03:00:00 AM;44.75;37.75
03/22/2014 04:00:00 AM;43.92;36.68
03/22/2014 05:00:00 AM;43.2;36.03
03/22/2014 06:00:00 AM;42.46;35.13
03/22/2014 07:00:00 AM;41.74;35.08
03/22/2014 08:00:00 AM;41.35;36.38
03/22/2014 09:00:00 AM;41.92;38.64
03/22/2014 10:00:00 AM;43.53;42.15
03/22/2014 11:00:00 AM;45.46;45.49
03/22/2014 12:00:00 PM;47.9;46.04
03/22/2014 01:00:00 PM;49.84;47.55
03/22/2014 02:00:00 PM;51.61;50.14
03/22/2014 03:00:00 PM;53.52;51.42
03/22/2014 04:00:00 PM;54.05;50.62
03/22/2014 05:00:00 PM;53.64;51.09
03/22/2014 06:00:00 PM;53.33;49.39
03/22/2014 07:00:00 PM;52.53;47.5
03/22/2014 08:00:00 PM;51.53;46.18
03/22/2014 09:00:00 PM;50.56;44.96
03/22/2014 10:00:00 PM;49.62;44.07
03/22/2014 11:00:00 PM;48.79;43.66
03/23/2014 12:00:00 AM;48.25;43.68
03/23/2014 01:00:00 AM;47.84;43.47
03/23/2014 02:00:00 AM;47.48;43.4
03/23/2014 03:00:00 AM;47.11;42.65
03/23/2014 04:00:00 AM;46.62;41.85
03/23/2014 05:00:00 AM;46.04;41.88
03/23/2014 06:00:00 AM;45.41;41.3
03/23/2014 07:00:00 AM;45.12;41.47
03/23/2014 08:00:00 AM;44.76;40.91
03/23/2014 09:00:00 AM;45.16;43.13
03/23/2014 10:00:00 AM;46.89;46.49
03/23/2014 11:00:00 AM;48.56;48.22
03/23/2014 12:00:00 PM;52.38;49.11
03/23/2014 01:00:00 PM;56.66;50.46
03/23/2014 02:00:00 PM;60.41;51.24
03/23/2014 03:00:00 PM;62.78;52.38
03/23/2014 04:00:00 PM;62.27;52.05
03/23/2014 05:00:00 PM;60.61;51.73
03/23/2014 06:00:00 PM;58.6;50.38
03/23/2014 07:00:00 PM;56.88;47.41
03/23/2014 08:00:00 PM;55.16;45.27
03/23/2014 09:00:00 PM;53.68;44.39
03/23/2014 10:00:00 PM;52.48;43.38
03/23/2014 11:00:00 PM;51.43;43.29
03/24/2014 12:00:00 AM;50.66;43.94
03/24/2014 01:00:00 AM;49.96;42.8
03/24/2014 02:00:00 AM;49.33;43.01
03/24/2014 03:00:00 AM;48.66;42.18
03/24/2014 04:00:00 AM;47.93;41.4
03/24/2014 05:00:00 AM;47.2;41.05
03/24/2014 06:00:00 AM;46.54;40.75
03/24/2014 07:00:00 AM;45.92;40.9
03/24/2014 08:00:00 AM;45.78;41.65
03/24/2014 09:00:00 AM;46.53;45.65
03/24/2014 10:00:00 AM;48.31;48.64
03/24/2014 11:00:00 AM;50.11;51.09
03/24/2014 12:00:00 PM;53.89;53.96
03/24/2014 01:00:00 PM;58.01;57.21
03/24/2014 02:00:00 PM;62.12;60.91
03/24/2014 03:00:00 PM;64.49;61.42
03/24/2014 04:00:00 PM;65.16;64.64
03/24/2014 05:00:00 PM;64.74;65.77
03/24/2014 06:00:00 PM;63.96;65.3
03/24/2014 07:00:00 PM;63.17;65
03/24/2014 08:00:00 PM;62.09;61.49
03/24/2014 09:00:00 PM;61.02;60.93
03/24/2014 10:00:00 PM;60.14;58.38
03/24/2014 11:00:00 PM;59.45;58.25
03/25/2014 12:00:00 AM;58.71;56.93
03/25/2014 01:00:00 AM;57.96;55.73
03/25/2014 02:00:00 AM;57.4;54.31
03/25/2014 03:00:00 AM;56.85;53.9
03/25/2014 04:00:00 AM;56.21;53.66
03/25/2014 05:00:00 AM;55.78;54.05
03/25/2014 06:00:00 AM;55.27;52.31
03/25/2014 07:00:00 AM;54.59;51.1
03/25/2014 08:00:00 AM;53.78;49.42
03/25/2014 09:00:00 AM;53.44;49.75
03/25/2014 10:00:00 AM;53.48;48.69
03/25/2014 11:00:00 AM;53.31;49.43
03/25/2014 12:00:00 PM;53.29;49.95
03/25/2014 01:00:00 PM;54.14;48.99
03/25/2014 02:00:00 PM;54.22;52.26
03/25/2014 03:00:00 PM;55.08;54.99
03/25/2014 04:00:00 PM;55.45;52.96
03/25/2014 05:00:00 PM;55.46;53.52
03/25/2014 06:00:00 PM;55.1;53.23
03/25/2014 07:00:00 PM;54.47;49.5
03/25/2014 08:00:00 PM;53.61;49.02
03/25/2014 09:00:00 PM;52.4;47.72
03/25/2014 10:00:00 PM;51.17;47.04
03/25/2014 11:00:00 PM;50.17;46.7
03/26/2014 12:00:00 AM;49.47;46.38
03/26/2014 01:00:00 AM;49.26;45.23
03/26/2014 02:00:00 AM;49.02;44.23
03/26/2014 03:00:00 AM;48.7;44.57
03/26/2014 04:00:00 AM;48.02;43.92
03/26/2014 05:00:00 AM;47.44;44.05
03/26/2014 06:00:00 AM;46.81;43.36
03/26/2014 07:00:00 AM;46.24;43.86
03/26/2014 08:00:00 AM;46.2;45.82
03/26/2014 09:00:00 AM;47.11;47.67
03/26/2014 10:00:00 AM;47.78;45.76
03/26/2014 11:00:00 AM;48.48;46.99
03/26/2014 12:00:00 PM;49.31;48.05
03/26/2014 01:00:00 PM;50.76;50
03/26/2014 02:00:00 PM;51.01;50.66
03/26/2014 03:00:00 PM;51.42;51.31
03/26/2014 04:00:00 PM;51.7;51.23
03/26/2014 05:00:00 PM;51.63;51.09
03/26/2014 06:00:00 PM;51.29;49.51
03/26/2014 07:00:00 PM;50.86;48.96
03/26/2014 08:00:00 PM;50.4;48.23
03/26/2014 09:00:00 PM;49.89;47.3
03/26/2014 10:00:00 PM;49.25;46.82
03/26/2014 11:00:00 PM;48.46;45.87
03/27/2014 12:00:00 AM;47.88;45.82
03/27/2014 01:00:00 AM;47.72;45.52
03/27/2014 02:00:00 AM;47.16;44.61
03/27/2014 03:00:00 AM;46.79;45.06
03/27/2014 04:00:00 AM;46.43;44.93
03/27/2014 05:00:00 AM;46.29;44.83
03/27/2014 06:00:00 AM;46.18;44.86
03/27/2014 07:00:00 AM;46.17;45.78
03/27/2014 08:00:00 AM;46.43;46.25
03/27/2014 09:00:00 AM;47.05;45.5
03/27/2014 10:00:00 AM;47.55;45.85
03/27/2014 11:00:00 AM;48.4;47.54
03/27/2014 12:00:00 PM;49.78;49.03
03/27/2014 01:00:00 PM;50.87;50.16
03/27/2014 02:00:00 PM;54.67;53.85
03/27/2014 03:00:00 PM;59.35;53.85
03/27/2014 04:00:00 PM;59.82;55.04
03/27/2014 05:00:00 PM;59;54.17
03/27/2014 06:00:00 PM;58.38;52.97
03/27/2014 07:00:00 PM;57.16;52.63
03/27/2014 08:00:00 PM;55.75;49.92
03/27/2014 09:00:00 PM;54.43;48.7
03/27/2014 10:00:00 PM;53.27;48
03/27/2014 11:00:00 PM;52.27;47.74
03/28/2014 12:00:00 AM;51.35;47.64
03/28/2014 01:00:00 AM;51.03;47.82
03/28/2014 02:00:00 AM;50.7;47.32
03/28/2014 03:00:00 AM;50.33;47.4
03/28/2014 04:00:00 AM;49.9;46.52
03/28/2014 05:00:00 AM;49.51;46.61
03/28/2014 06:00:00 AM;49.11;46.38
03/28/2014 07:00:00 AM;48.69;45.62
03/28/2014 08:00:00 AM;48.57;45.75
03/28/2014 09:00:00 AM;48.93;46.28
03/28/2014 10:00:00 AM;49.27;46.79
03/28/2014 11:00:00 AM;49.43;47.56
03/28/2014 12:00:00 PM;49.83;48.68
03/28/2014 01:00:00 PM;50.65;51.36
03/28/2014 02:00:00 PM;51.01;49.27
03/28/2014 03:00:00 PM;51.29;50.42
03/28/2014 04:00:00 PM;52.11;51.61
03/28/2014 05:00:00 PM;52.88;52.36
03/28/2014 06:00:00 PM;53.09;52.9
03/28/2014 07:00:00 PM;52.75;52.86
03/28/2014 08:00:00 PM;51.86;51.04
03/28/2014 09:00:00 PM;51.12;50.54
03/28/2014 10:00:00 PM;50.46;49.97
03/28/2014 11:00:00 PM;49.95;49.33
03/29/2014 12:00:00 AM;49.31;48.34
03/29/2014 01:00:00 AM;48.77;47.43
03/29/2014 02:00:00 AM;48.44;47.43
03/29/2014 03:00:00 AM;48.24;47.17
03/29/2014 04:00:00 AM;48.11;46.81
03/29/2014 05:00:00 AM;47.92;46.5
03/29/2014 06:00:00 AM;47.81;46.8
03/29/2014 07:00:00 AM;47.48;47.38
03/29/2014 08:00:00 AM;47.44;45.94
03/29/2014 09:00:00 AM;47.45;46.04
03/29/2014 10:00:00 AM;47.89;46.33
03/29/2014 11:00:00 AM;48.72;47.67
03/29/2014 12:00:00 PM;49.02;45.87
03/29/2014 01:00:00 PM;49.22;46.68
03/29/2014 02:00:00 PM;49.7;47.9
03/29/2014 03:00:00 PM;51.59;51.67
03/29/2014 04:00:00 PM;51.71;50.57
03/29/2014 05:00:00 PM;51.05;48.74
03/29/2014 06:00:00 PM;50.47;48.11
03/29/2014 07:00:00 PM;50.15;49.29
03/29/2014 08:00:00 PM;49.59;46.15
03/29/2014 09:00:00 PM;48.9;46.04
03/29/2014 10:00:00 PM;48.66;46.32
03/29/2014 11:00:00 PM;48.37;46.53
03/30/2014 12:00:00 AM;48.09;46.39
03/30/2014 01:00:00 AM;47.6;46.05
03/30/2014 02:00:00 AM;47.24;45.53
03/30/2014 03:00:00 AM;46.68;45.07
03/30/2014 04:00:00 AM;46.28;44.74
03/30/2014 05:00:00 AM;46;44.76
03/30/2014 06:00:00 AM;45.52;43.62
03/30/2014 07:00:00 AM;44.76;43.19
03/30/2014 08:00:00 AM;44.69;43.96
03/30/2014 09:00:00 AM;45.05;44.89
03/30/2014 10:00:00 AM;45.96;45.85
03/30/2014 11:00:00 AM;47.89;48.43
03/30/2014 12:00:00 PM;49.53;50.33
03/30/2014 01:00:00 PM;53.81;51.52
03/30/2014 02:00:00 PM;57.83;52.19
03/30/2014 03:00:00 PM;61.37;52.6
03/30/2014 04:00:00 PM;60.8;52.92
03/30/2014 05:00:00 PM;59.62;50.83
03/30/2014 06:00:00 PM;58.26;49.55
03/30/2014 07:00:00 PM;57.12;49.42
03/30/2014 08:00:00 PM;55.58;47.89
03/30/2014 09:00:00 PM;54.35;47.17
03/30/2014 10:00:00 PM;53.05;46.1
03/30/2014 11:00:00 PM;51.88;44.75
03/31/2014 12:00:00 AM;50.8;44.22
03/31/2014 01:00:00 AM;49.81;43.06
03/31/2014 02:00:00 AM;48.88;41.85
03/31/2014 03:00:00 AM;47.98;40.54
03/31/2014 04:00:00 AM;47.14;39.51
03/31/2014 05:00:00 AM;46.3;38.42
03/31/2014 06:00:00 AM;45.51;38.74
03/31/2014 07:00:00 AM;44.83;39.89
03/31/2014 08:00:00 AM;44.74;42.06
03/31/2014 09:00:00 AM;46.11;43.84
03/31/2014 10:00:00 AM;47.63;46.46
03/31/2014 11:00:00 AM;49.56;47.49
03/31/2014 12:00:00 PM;51.88;48.31
03/31/2014 01:00:00 PM;56.03;53.28
03/31/2014 02:00:00 PM;60.47;54.02
03/31/2014 03:00:00 PM;63.19;56.55
03/31/2014 04:00:00 PM;63.65;57.26
03/31/2014 05:00:00 PM;62.45;55.1
03/31/2014 06:00:00 PM;60.99;54.31
03/31/2014 07:00:00 PM;59.54;52.33
03/31/2014 08:00:00 PM;57.93;50.1
03/31/2014 09:00:00 PM;56.4;49.01
03/31/2014 10:00:00 PM;55.11;48.54
03/31/2014 11:00:00 PM;53.95;47.66
04.01.2014 0:00;52.92;47.34
04.01.2014 1:00;52;46.71
04.01.2014 2:00;51.11;46.56
04.01.2014 3:00;50.37;46.77
04.01.2014 4:00;49.92;46.38
04.01.2014 5:00;49.35;46.07
04.01.2014 6:00;48.9;45.33
04.01.2014 7:00;48.49;46.64
04.01.2014 8:00;48.63;47.87
04.01.2014 9:00;49.73;48.1
04.01.2014 10:00;50.91;50.21
04.01.2014 11:00;53.63;51.41
04.01.2014 12:00;57.41;52.98
04.01.2014 13:00;61.3;54.19
04.01.2014 14:00;64.7;55.99
04.01.2014 15:00;65.11;57.23
04.01.2014 16:00;65.37;58.52
04.01.2014 17:00;64.04;57.26
04.01.2014 18:00;63.04;57
04.01.2014 19:00;61.68;54.77
04.01.2014 20:00;60.11;51.73
04.01.2014 21:00;58.58;50.27
04.01.2014 22:00;57.2;49.69
04.01.2014 23:00;56.03;48.55
04.02.2014 0:00;54.92;47.97
04.02.2014 1:00;53.91;46.75
04.02.2014 2:00;52.97;46.02
04.02.2014 3:00;52.13;45.87
04.02.2014 4:00;51.89;46.01
04.02.2014 5:00;51.44;45.53
04.02.2014 6:00;51.1;45.72
04.02.2014 7:00;50.9;46.47
04.02.2014 8:00;50.93;46.86
04.02.2014 9:00;51.58;47.55
04.02.2014 10:00;52.05;47.9
04.02.2014 11:00;52.84;49.72
04.02.2014 12:00;55.35;50.7
04.02.2014 13:00;57.81;53.92
04.02.2014 14:00;62.53;56.48
04.02.2014 15:00;65.51;58.13
04.02.2014 16:00;65.88;58.32
04.02.2014 17:00;64.97;58.97
04.02.2014 18:00;63.73;58.23
04.02.2014 19:00;62.96;55.54
04.02.2014 20:00;61.36;52.51
04.02.2014 21:00;59.64;51.25
04.02.2014 22:00;58.16;49.48
04.02.2014 23:00;56.89;48.27
04.03.2014 0:00;55.77;47.81
04.03.2014 1:00;54.74;47.47
04.03.2014 2:00;53.88;47.12
04.03.2014 3:00;53.15;46.38
04.03.2014 4:00;52.48;46.1
04.03.2014 5:00;51.9;45.97
04.03.2014 6:00;51.32;46.46
04.03.2014 7:00;50.93;47.12
04.03.2014 8:00;51.07;48.57
04.03.2014 9:00;51.71;47.98
04.03.2014 10:00;52.68;49.88
04.03.2014 11:00;54.27;51.13
04.03.2014 12:00;56.46;54.66
04.03.2014 13:00;59.2;56.82
04.03.2014 14:00;60.74;55.7
04.03.2014 15:00;59.37;50.27
04.03.2014 16:00;57.5;50.6
04.03.2014 17:00;56.85;50.34
04.03.2014 18:00;56.2;50.38
04.03.2014 19:00;55.46;50.38
04.03.2014 20:00;54.3;49.41
04.03.2014 21:00;53.35;48.79
04.03.2014 22:00;52.48;48.21
04.03.2014 23:00;51.7;47.49
04.04.2014 0:00;50.99;47.14
04.04.2014 1:00;50.63;46.75
04.04.2014 2:00;50.33;46.28
04.04.2014 3:00;49.72;45.59
04.04.2014 4:00;49.18;45.75
04.04.2014 5:00;48.8;45.14
04.04.2014 6:00;48.13;44.9
04.04.2014 7:00;47.77;44.67
04.04.2014 8:00;47.6;47.78
04.04.2014 9:00;48.75;47.48
04.04.2014 10:00;50.83;50.15
04.04.2014 11:00;52.23;50.84
04.04.2014 12:00;55.94;53.64
04.04.2014 13:00;60.37;53.27
04.04.2014 14:00;63.55;53.25
04.04.2014 15:00;66.09;55.12
04.04.2014 16:00;65.73;56.11
04.04.2014 17:00;64.47;54.21
04.04.2014 18:00;62.69;54.18
04.04.2014 19:00;61.03;50.86
04.04.2014 20:00;59.42;49.94
04.04.2014 21:00;58.07;48.78
04.04.2014 22:00;56.76;47.33
04.04.2014 23:00;55.56;46.76
04.05.2014 0:00;54.8;47.07
04.05.2014 1:00;54.16;46.67
04.05.2014 2:00;53.48;46.8
04.05.2014 3:00;52.86;46.24
04.05.2014 4:00;52.35;45.72
04.05.2014 5:00;51.92;45.74
04.05.2014 6:00;51.48;46.16
04.05.2014 7:00;50.97;46.52
04.05.2014 8:00;50.73;47.99
04.05.2014 9:00;51.2;49.5
04.05.2014 10:00;52.09;52.44
04.05.2014 11:00;53.48;52.68
04.05.2014 12:00;54.39;52.1
04.05.2014 13:00;54.18;51.01
04.05.2014 14:00;54.14;52.97
04.05.2014 15:00;54.9;53.67
04.05.2014 16:00;54.71;52.77
04.05.2014 17:00;54.42;52.12
04.05.2014 18:00;54.13;51.75
04.05.2014 19:00;53.92;52.17
04.05.2014 20:00;53.4;51.47
04.05.2014 21:00;52.83;50.31
04.05.2014 22:00;52.37;48.98
04.05.2014 23:00;51.84;47.84
04.06.2014 0:00;51.48;47.48
04.06.2014 1:00;51.07;48.66
04.06.2014 2:00;50.7;48.15
04.06.2014 3:00;50.33;47.56
04.06.2014 4:00;49.96;47.12
04.06.2014 5:00;49.68;46.9
04.06.2014 6:00;49.43;46.72
04.06.2014 7:00;49.23;46.94
04.06.2014 8:00;49.18;47.47
04.06.2014 9:00;49.46;47.87
04.06.2014 10:00;50.26;49.35
04.06.2014 11:00;51.71;52.15
04.06.2014 12:00;55.39;53.3
04.06.2014 13:00;59.28;53.93
04.06.2014 14:00;58.96;53.76
04.06.2014 15:00;59.57;55.96
04.06.2014 16:00;60.02;56.09
04.06.2014 17:00;60.31;56.34
04.06.2014 18:00;59.96;56.46
04.06.2014 19:00;59.26;55.67
04.06.2014 20:00;58.55;55.48
04.06.2014 21:00;57.9;54.71
04.06.2014 22:00;56.97;52.46
04.06.2014 23:00;56.33;52.31
04.07.2014 0:00;55.68;52.04
04.07.2014 1:00;55.24;51.62
04.07.2014 2:00;54.84;51.75
04.07.2014 3:00;54.38;51.55
04.07.2014 4:00;53.87;51.39
04.07.2014 5:00;53.48;50.98
04.07.2014 6:00;53.24;51.6
04.07.2014 7:00;53.2;53.11
04.07.2014 8:00;53.6;53.62
04.07.2014 9:00;54.99;56.97
04.07.2014 10:00;56.96;59.7
04.07.2014 11:00;59.31;61.89
04.07.2014 12:00;64.3;64.83
04.07.2014 13:00;68.54;66.67
04.07.2014 14:00;72.7;67.93
04.07.2014 15:00;75.65;69.53
04.07.2014 16:00;75.43;69.45
04.07.2014 17:00;73.91;69.61
04.07.2014 18:00;72.71;69.47
04.07.2014 19:00;71.49;68.27
04.07.2014 20:00;70.04;60.1
04.07.2014 21:00;68.13;57.39
04.07.2014 22:00;66.49;60.01
04.07.2014 23:00;65.43;58.44
04.08.2014 0:00;64.68;58.72
04.08.2014 1:00;63.85;54.78
04.08.2014 2:00;62.6;51.8
04.08.2014 3:00;61.22;50.12
04.08.2014 4:00;60.32;50.24
04.08.2014 5:00;59.33;50.56
04.08.2014 6:00;58.43;50.49
04.08.2014 7:00;57.61;51.36
04.08.2014 8:00;57.46;52.91
04.08.2014 9:00;58.13;53.71
04.08.2014 10:00;59.13;54.79
04.08.2014 11:00;60.49;56.49
04.08.2014 12:00;61.81;58.66
04.08.2014 13:00;64.39;60.48
04.08.2014 14:00;66.39;60.64
04.08.2014 15:00;66.64;59.81
04.08.2014 16:00;64.91;55.29
04.08.2014 17:00;63.32;54.1
04.08.2014 18:00;62.04;53.59
04.08.2014 19:00;61.34;52.71
04.08.2014 20:00;60.02;51.87
04.08.2014 21:00;58.94;51.27
04.08.2014 22:00;57.89;48.54
04.08.2014 23:00;56.89;47.25
